Node Type,Node,Node Interface,Peer Type,Peer Node,Peer Interface,Node Interface Enabled
l2leaf,C160064-014B302A,Ethernet24,server,14C_AMP_A,RJ45,True
l2leaf,C160064-014B302A,Ethernet25,server,14C_CORE_C,RJ45,True
l2leaf,C160064-014B302A,Ethernet26,server,14C_WP_03,RJ45,True
l2leaf,C160064-014B302A,Ethernet27,server,14C_WP_05,RJ45,True
l2leaf,C160064-014B302A,Ethernet29,server,14C_WP_01,RJ45,True
l2leaf,C160064-014B302A,Ethernet30,server,14C_WP_02,RJ45,True
l2leaf,C160064-014B302A,Ethernet31,server,14C_COMB_A,RJ45,True
l2leaf,C160064-014B302A,Ethernet32,server,14C_COMB_B,RJ45,True
l2leaf,C160064-014B302A,Ethernet33,server,14C_WP_03,RJ45,True
l2leaf,C160064-014B302A,Ethernet34,server,14C_WP_05,RJ45,True
l2leaf,C160064-014B302A,Ethernet35,server,14C_WP_04,RJ45,True
l2leaf,C160064-014B302A,Ethernet36,server,14C_WP_01,RJ45,True
l2leaf,C160064-014B302A,Ethernet37,server,14C_WP_02,RJ45,True
l2leaf,C160064-014B302A,Ethernet40,server,14WC_SPK_M,RJ45,True
l2leaf,C160064-014B302A,Ethernet47,server,14C_PDU_A1,RJ45,True
l2leaf,C160064-014B302A,Ethernet48,server,14C_PDU_A2,RJ45,True
l2leaf,C160064-014B302A,Ethernet53/1,l3spine,C160064-037B300A,Ethernet9/19/1,True
l2leaf,C160064-014B302A,Ethernet54/1,l3spine,C160064-037B301A,Ethernet9/19/1,True
l2leaf,C160064-014B303A,Ethernet53/1,l3spine,C160064-037B300A,Ethernet10/19/1,True
l2leaf,C160064-014B303A,Ethernet54/1,l3spine,C160064-037B301A,Ethernet10/19/1,True
l2leaf,C160064-014B304A,Ethernet1,server,14D_APROC_A,RJ45,True
l2leaf,C160064-014B304A,Ethernet2,server,14GH_MXR_A,RJ45,True
l2leaf,C160064-014B304A,Ethernet4,server,14D_AMP_A,RJ45,True
l2leaf,C160064-014B304A,Ethernet5,server,14SB_ANTE_12,RJ45,True
l2leaf,C160064-014B304A,Ethernet6,server,14D_ICM_PNL,RJ45,True
l2leaf,C160064-014B304A,Ethernet7,server,14D_ADPT01,RJ45,True
l2leaf,C160064-014B304A,Ethernet8,server,14D_OPT_A1,RJ45,True
l2leaf,C160064-014B304A,Ethernet9,server,14D_OPT_A2,RJ45,True
l2leaf,C160064-014B304A,Ethernet10,server,14D_OPT_B1,RJ45,True
l2leaf,C160064-014B304A,Ethernet11,server,14D_OPT_B2,RJ45,True
l2leaf,C160064-014B304A,Ethernet12,server,14D_OPT_B3,RJ45,True
l2leaf,C160064-014B304A,Ethernet13,server,14D_SPK_PS_A,RJ45,True
l2leaf,C160064-014B304A,Ethernet14,server,14D_SPK_PS_B,RJ45,True
l2leaf,C160064-014B304A,Ethernet15,server,14D_SPK_PS_C,RJ45,True
l2leaf,C160064-014B304A,Ethernet16,server,14D_SPK_PS_D,RJ45,True
l2leaf,C160064-014B304A,Ethernet17,server,14D_SPK_PS_E,RJ45,True
l2leaf,C160064-014B304A,Ethernet18,server,14D_SPK_PS_F,RJ45,True
l2leaf,C160064-014B304A,Ethernet19,server,14NEP_ICM_ANT,RJ45,True
l2leaf,C160064-014B304A,Ethernet20,server,14SEP_ICM_ANT,RJ45,True
l2leaf,C160064-014B304A,Ethernet21,server,14NA_ICM_ANT,RJ45,True
l2leaf,C160064-014B304A,Ethernet22,server,14SA_ICM_ANT,RJ45,True
l2leaf,C160064-014B304A,Ethernet25,server,14GH_SPK_GH41A,RJ45,True
l2leaf,C160064-014B304A,Ethernet26,server,14GH_SPK_GH42A,RJ45,True
l2leaf,C160064-014B304A,Ethernet27,server,14GH_MXR_A,RJ45,True
l2leaf,C160064-014B304A,Ethernet28,server,14GH_CAM22,RJ45,True
l2leaf,C160064-014B304A,Ethernet29,server,14GH_CAM23,RJ45,True
l2leaf,C160064-014B304A,Ethernet30,server,14GH_CAM24,RJ45,True
l2leaf,C160064-014B304A,Ethernet31,server,14GH_CAM25,RJ45,True
l2leaf,C160064-014B304A,Ethernet32,server,14GH_CAM26,RJ45,True
l2leaf,C160064-014B304A,Ethernet33,server,14GH_CAM27,RJ45,True
l2leaf,C160064-014B304A,Ethernet34,server,14NEP_CAM07,RJ45,True
l2leaf,C160064-014B304A,Ethernet35,server,14D_WPROC_C1,RJ45,True
l2leaf,C160064-014B304A,Ethernet36,server,14D_WPROC_A1,RJ45,True
l2leaf,C160064-014B304A,Ethernet39,server,14D_MPLEX_A1,RJ45,True
l2leaf,C160064-014B304A,Ethernet41,server,14D_APROC_A,RJ45,True
l2leaf,C160064-014B304A,Ethernet42,server,14D_APROC_B,RJ45,True
l2leaf,C160064-014B304A,Ethernet43,server,14D_APROC_B,RJ45,True
l2leaf,C160064-014B304A,Ethernet44,server,14GH_SW_43,RJ45,True
l2leaf,C160064-014B304A,Ethernet45,server,14GH_SW_44,RJ45,True
l2leaf,C160064-014B304A,Ethernet46,server,14GH_SW_45,RJ45,True
l2leaf,C160064-014B304A,Ethernet47,server,14GH_SW_46,RJ45,True
l2leaf,C160064-014B304A,Ethernet53/1,l3spine,C160064-037B300A,Ethernet7/19/1,True
l2leaf,C160064-014B304A,Ethernet54/1,l3spine,C160064-037B301A,Ethernet7/19/1,True
l2leaf,C160064-014B305A,Ethernet1,server,14D_APROC_B,RJ45,True
l2leaf,C160064-014B305A,Ethernet4,server,14D_AMP_A,RJ45,True
l2leaf,C160064-014B305A,Ethernet5,server,14GH_MXR_A,RJ45,True
l2leaf,C160064-014B305A,Ethernet6,server,14D_WP_04,RJ45,True
l2leaf,C160064-014B305A,Ethernet7,server,14D_FB_10,RJ45,True
l2leaf,C160064-014B305A,Ethernet8,server,14D_FB_03,RJ45,True
l2leaf,C160064-014B305A,Ethernet9,server,14D_FB_04,RJ45,True
l2leaf,C160064-014B305A,Ethernet10,server,14D_FB_05,RJ45,True
l2leaf,C160064-014B305A,Ethernet11,server,14D_FB_06,RJ45,True
l2leaf,C160064-014B305A,Ethernet12,server,14D_FB_07,RJ45,True
l2leaf,C160064-014B305A,Ethernet13,server,14D_FB_08,RJ45,True
l2leaf,C160064-014B305A,Ethernet14,server,14D_FB_09,RJ45,True
l2leaf,C160064-014B305A,Ethernet15,server,14D_SPK_PS_G,RJ45,True
l2leaf,C160064-014B305A,Ethernet16,server,14D_SPK_PS_H,RJ45,True
l2leaf,C160064-014B305A,Ethernet17,server,14D_SPK_PS_J,RJ45,True
l2leaf,C160064-014B305A,Ethernet18,server,14D_FB_11,RJ45,True
l2leaf,C160064-014B305A,Ethernet19,server,14D_FB_10,RJ45,True
l2leaf,C160064-014B305A,Ethernet20,server,14D_FB_10,RJ45,True
l2leaf,C160064-014B305A,Ethernet21,server,14D_CP_07,RJ45,True
l2leaf,C160064-014B305A,Ethernet22,server,14D_CP_08,RJ45,True
l2leaf,C160064-014B305A,Ethernet23,server,14D_COMB_A,RJ45,True
l2leaf,C160064-014B305A,Ethernet24,server,14D_COMB_B,RJ45,True
l2leaf,C160064-014B305A,Ethernet25,server,14D_FB_13,RJ45,True
l2leaf,C160064-014B305A,Ethernet26,server,14D_FB_13,RJ45,True
l2leaf,C160064-014B305A,Ethernet27,server,14D_FB_13,RJ45,True
l2leaf,C160064-014B305A,Ethernet28,server,14SEP_CAM08,RJ45,True
l2leaf,C160064-014B305A,Ethernet29,server,14D_WP_06,RJ45,True
l2leaf,C160064-014B305A,Ethernet30,server,14D_WP_05,RJ45,True
l2leaf,C160064-014B305A,Ethernet31,server,14D_FB_11,RJ45,True
l2leaf,C160064-014B305A,Ethernet32,server,14D_FB_12,RJ45,True
l2leaf,C160064-014B305A,Ethernet33,server,14D_WP_10,RJ45,True
l2leaf,C160064-014B305A,Ethernet34,server,14D_WP_08,RJ45,True
l2leaf,C160064-014B305A,Ethernet35,server,14D_WPROC_D1,RJ45,True
l2leaf,C160064-014B305A,Ethernet36,server,14D_WPROC_B1,RJ45,True
l2leaf,C160064-014B305A,Ethernet37,server,14D_WP_09,RJ45,True
l2leaf,C160064-014B305A,Ethernet41,server,14D_APROC_A,RJ45,True
l2leaf,C160064-014B305A,Ethernet42,server,14D_APROC_B,RJ45,True
l2leaf,C160064-014B305A,Ethernet43,server,14D_APROC_B,RJ45,True
l2leaf,C160064-014B305A,Ethernet48,server,14D_PDU_A1,RJ45,True
l2leaf,C160064-014B305A,Ethernet53/1,l3spine,C160064-037B300A,Ethernet8/19/1,True
l2leaf,C160064-014B305A,Ethernet54/1,l3spine,C160064-037B301A,Ethernet8/19/1,True
l2leaf,C160064-014B306A,Ethernet53/1,l3spine,C160064-037B300A,Ethernet4/24/1,True
l2leaf,C160064-014B306A,Ethernet54/1,l3spine,C160064-037B301A,Ethernet4/24/1,True
l2leaf,C160064-015B301A,Ethernet53/1,l3spine,C160064-037B300A,Ethernet5/19/1,True
l2leaf,C160064-015B301A,Ethernet54/1,l3spine,C160064-037B301A,Ethernet5/19/1,True
l2leaf,C160064-015B302A,Ethernet53/1,l3spine,C160064-037B300A,Ethernet6/19/1,True
l2leaf,C160064-015B302A,Ethernet54/1,l3spine,C160064-037B301A,Ethernet6/19/1,True
l2leaf,C160064-015B303A,Ethernet1,server,CAM_15DME_001,1,True
l2leaf,C160064-015B303A,Ethernet2,server,CAM_15DME_002,1,True
l2leaf,C160064-015B303A,Ethernet3,server,CAM_15DME_003,1,True
l2leaf,C160064-015B303A,Ethernet4,server,CAM_15DME_004,1,True
l2leaf,C160064-015B303A,Ethernet5,server,CAM_15DME_005,1,True
l2leaf,C160064-015B303A,Ethernet6,server,CAM_15DME_006,1,True
l2leaf,C160064-015B303A,Ethernet7,server,CAM_15DME_007,1,True
l2leaf,C160064-015B303A,Ethernet8,server,COM_15DME_007,1,True
l2leaf,C160064-015B303A,Ethernet9,server,COM_15DME_008,1,True
l2leaf,C160064-015B303A,Ethernet10,server,COM_15DME_009,1,True
l2leaf,C160064-015B303A,Ethernet11,server,SLD_15DME_001,1,True
l2leaf,C160064-015B303A,Ethernet12,server,SLD_15DME_002,1,True
l2leaf,C160064-015B303A,Ethernet13,server,SLD_15DME_003,1,True
l2leaf,C160064-015B303A,Ethernet14,server,VDEC_15DME_005,1,True
l2leaf,C160064-015B303A,Ethernet15,server,MON_15DME_001,1,True
l2leaf,C160064-015B303A,Ethernet16,server,PLT_15DME_001,1,True
l2leaf,C160064-015B303A,Ethernet17,server,PLT_15DME_001,2,True
l2leaf,C160064-015B303A,Ethernet18,server,PLT_15DME_002,1,True
l2leaf,C160064-015B303A,Ethernet19,server,PLT_15DME_002,2,True
l2leaf,C160064-015B303A,Ethernet20,server,PLT_15DME_003,1,True
l2leaf,C160064-015B303A,Ethernet21,server,PLT_15DME_003,2,True
l2leaf,C160064-015B303A,Ethernet22,server,PLT_15DME_004,1,True
l2leaf,C160064-015B303A,Ethernet23,server,PLT_15DME_004,2,True
l2leaf,C160064-015B303A,Ethernet24,server,PLT_15DME_005,1,True
l2leaf,C160064-015B303A,Ethernet25,server,PLT_15DME_005,2,True
l2leaf,C160064-015B303A,Ethernet26,server,PLT_15DME_006,1,True
l2leaf,C160064-015B303A,Ethernet27,server,PLT_15DME_006,2,True
l2leaf,C160064-015B303A,Ethernet28,server,PLT_15DME_007,1,True
l2leaf,C160064-015B303A,Ethernet29,server,PLT_15DME_007,2,True
l2leaf,C160064-015B303A,Ethernet30,server,PLT_15DME_008,1,True
l2leaf,C160064-015B303A,Ethernet31,server,PLT_15DME_008,2,True
l2leaf,C160064-015B303A,Ethernet32,server,PLT_15DME_009,1,True
l2leaf,C160064-015B303A,Ethernet33,server,PLT_15DME_009,2,True
l2leaf,C160064-015B303A,Ethernet34,server,PLT_15DME_010,1,True
l2leaf,C160064-015B303A,Ethernet35,server,PLT_15DME_010,2,True
l2leaf,C160064-015B303A,Ethernet36,server,PLT_15DME_011,1,True
l2leaf,C160064-015B303A,Ethernet37,server,PLT_15DME_011,2,True
l2leaf,C160064-015B303A,Ethernet38,server,PLT_15DME_012,1,True
l2leaf,C160064-015B303A,Ethernet39,server,PLT_15DME_012,2,True
l2leaf,C160064-015B303A,Ethernet40,server,PLT_15DME_013,1,True
l2leaf,C160064-015B303A,Ethernet41,server,PLT_15DME_013,2,True
l2leaf,C160064-015B303A,Ethernet42,server,PLT_15DME_014,1,True
l2leaf,C160064-015B303A,Ethernet43,server,PLT_15DME_014,2,True
l2leaf,C160064-015B303A,Ethernet44,server,PLT_15DME_015,1,True
l2leaf,C160064-015B303A,Ethernet45,server,PLT_15DME_015,2,True
l2leaf,C160064-015B303A,Ethernet46,server,PLT_15DME_016,1,True
l2leaf,C160064-015B303A,Ethernet47,server,PLT_15DME_016,2,True
l2leaf,C160064-015B303A,Ethernet53/1,l3spine,C160064-037B300A,Ethernet4/18/1,True
l2leaf,C160064-015B303A,Ethernet54/1,l3spine,C160064-037B301A,Ethernet4/18/1,True
l2leaf,C160064-015B304A,Ethernet1,server,CAM_15DME_008,1,True
l2leaf,C160064-015B304A,Ethernet2,server,CAM_15DME_009,1,True
l2leaf,C160064-015B304A,Ethernet3,server,CAM_15DME_010,1,True
l2leaf,C160064-015B304A,Ethernet4,server,CAM_15DME_011,1,True
l2leaf,C160064-015B304A,Ethernet5,server,CAM_15DME_012,1,True
l2leaf,C160064-015B304A,Ethernet6,server,COL_15DME_001,2,True
l2leaf,C160064-015B304A,Ethernet7,server,CAM_15DME_013,1,True
l2leaf,C160064-015B304A,Ethernet8,server,COL_15DME_002,2,True
l2leaf,C160064-015B304A,Ethernet9,server,CAM_15DME_014,1,True
l2leaf,C160064-015B304A,Ethernet10,server,COL_15DME_014,2,True
l2leaf,C160064-015B304A,Ethernet11,server,PLT_15DME_017,1,True
l2leaf,C160064-015B304A,Ethernet12,server,PLT_15DME_017,2,True
l2leaf,C160064-015B304A,Ethernet13,server,PLT_15DME_018,1,True
l2leaf,C160064-015B304A,Ethernet14,server,PLT_15DME_018,2,True
l2leaf,C160064-015B304A,Ethernet15,server,PLT_15DME_019,1,True
l2leaf,C160064-015B304A,Ethernet16,server,PLT_15DME_019,2,True
l2leaf,C160064-015B304A,Ethernet17,server,PLT_15DME_020,1,True
l2leaf,C160064-015B304A,Ethernet18,server,PLT_15DME_020,2,True
l2leaf,C160064-015B304A,Ethernet19,server,PLT_15DME_021,1,True
l2leaf,C160064-015B304A,Ethernet20,server,PLT_15DME_021,2,True
l2leaf,C160064-015B304A,Ethernet21,server,PLT_15DME_022,1,True
l2leaf,C160064-015B304A,Ethernet22,server,PLT_15DME_022,2,True
l2leaf,C160064-015B304A,Ethernet23,server,PLT_15DME_023,1,True
l2leaf,C160064-015B304A,Ethernet24,server,PLT_15DME_023,2,True
l2leaf,C160064-015B304A,Ethernet25,server,PLT_15DME_024,1,True
l2leaf,C160064-015B304A,Ethernet26,server,PLT_15DME_024,2,True
l2leaf,C160064-015B304A,Ethernet27,server,PLT_15DME_025,1,True
l2leaf,C160064-015B304A,Ethernet28,server,PLT_15DME_025,2,True
l2leaf,C160064-015B304A,Ethernet29,server,PLT_15DME_026,1,True
l2leaf,C160064-015B304A,Ethernet30,server,PLT_15DME_026,2,True
l2leaf,C160064-015B304A,Ethernet31,server,PLT_15DME_027,1,True
l2leaf,C160064-015B304A,Ethernet32,server,PLT_15DME_027,2,True
l2leaf,C160064-015B304A,Ethernet33,server,PLT_15DME_028,1,True
l2leaf,C160064-015B304A,Ethernet34,server,PLT_15DME_028,2,True
l2leaf,C160064-015B304A,Ethernet35,server,PLT_15DME_029,1,True
l2leaf,C160064-015B304A,Ethernet36,server,PLT_15DME_029,2,True
l2leaf,C160064-015B304A,Ethernet37,server,PLT_15DME_030,1,True
l2leaf,C160064-015B304A,Ethernet38,server,PLT_15DME_030,2,True
l2leaf,C160064-015B304A,Ethernet39,server,PLT_15DME_031,1,True
l2leaf,C160064-015B304A,Ethernet40,server,PLT_15DME_031,2,True
l2leaf,C160064-015B304A,Ethernet41,server,PLT_15DME_040,1,True
l2leaf,C160064-015B304A,Ethernet42,server,PLT_15DME_041,1,True
l2leaf,C160064-015B304A,Ethernet43,server,PLT_15DME_042,1,True
l2leaf,C160064-015B304A,Ethernet44,server,PLT_15DME_043,1,True
l2leaf,C160064-015B304A,Ethernet45,server,PLT_15DME_044,1,True
l2leaf,C160064-015B304A,Ethernet46,server,PLT_15DME_045,1,True
l2leaf,C160064-015B304A,Ethernet47,server,PLT_15DME_046,1,True
l2leaf,C160064-015B304A,Ethernet53/1,l3spine,C160064-037B300A,Ethernet5/18/1,True
l2leaf,C160064-015B304A,Ethernet54/1,l3spine,C160064-037B301A,Ethernet5/18/1,True
l2leaf,C160064-015B305A,Ethernet1,server,VDEC_15DME_001,1,True
l2leaf,C160064-015B305A,Ethernet2,server,VDEC_15DME_002,1,True
l2leaf,C160064-015B305A,Ethernet3,server,VDEC_15DME_003,1,True
l2leaf,C160064-015B305A,Ethernet4,server,VDEC_15DME_003,1,True
l2leaf,C160064-015B305A,Ethernet5,server,SCN_15DME_005,1,True
l2leaf,C160064-015B305A,Ethernet6,server,COM_15DME_002,1,True
l2leaf,C160064-015B305A,Ethernet7,server,COM_15DME_003,1,True
l2leaf,C160064-015B305A,Ethernet8,server,COM_15DME_004,1,True
l2leaf,C160064-015B305A,Ethernet9,server,COM_15DME_005,1,True
l2leaf,C160064-015B305A,Ethernet10,server,TIM_15DME_001,1,True
l2leaf,C160064-015B305A,Ethernet11,server,TIM_15DME_002,1,True
l2leaf,C160064-015B305A,Ethernet12,server,TIM_15DME_003,1,True
l2leaf,C160064-015B305A,Ethernet13,server,WAP_15DME_001,1,True
l2leaf,C160064-015B305A,Ethernet14,server,WAP_15DME_001,2,True
l2leaf,C160064-015B305A,Ethernet15,server,WAP_15DME_001,1,True
l2leaf,C160064-015B305A,Ethernet16,server,WAP_15DME_001,2,True
l2leaf,C160064-015B305A,Ethernet17,server,WAP_15DME_001,1,True
l2leaf,C160064-015B305A,Ethernet18,server,WAP_15DME_001,2,True
l2leaf,C160064-015B305A,Ethernet19,server,PLT_15DME_047,1,True
l2leaf,C160064-015B305A,Ethernet20,server,PLT_15DME_032,1,True
l2leaf,C160064-015B305A,Ethernet21,server,PLT_15DME_033,1,True
l2leaf,C160064-015B305A,Ethernet22,server,PLT_15DME_034,1,True
l2leaf,C160064-015B305A,Ethernet23,server,PLT_15DME_035,1,True
l2leaf,C160064-015B305A,Ethernet24,server,PLT_15DME_036,1,True
l2leaf,C160064-015B305A,Ethernet25,server,PLT_15DME_037,1,True
l2leaf,C160064-015B305A,Ethernet26,server,PLT_15DME_038,1,True
l2leaf,C160064-015B305A,Ethernet27,server,PLT_15DME_039,1,True
l2leaf,C160064-015B305A,Ethernet28,server,PLT_15DME_048,1,True
l2leaf,C160064-015B305A,Ethernet29,server,PLT_15DME_049,1,True
l2leaf,C160064-015B305A,Ethernet30,server,PLT_15DME_050,1,True
l2leaf,C160064-015B305A,Ethernet31,server,PLT_15DME_051,1,True
l2leaf,C160064-015B305A,Ethernet32,server,PLT_15DME_052,1,True
l2leaf,C160064-015B305A,Ethernet33,server,PLT_15DME_053,1,True
l2leaf,C160064-015B305A,Ethernet34,server,PLT_15DME_054,1,True
l2leaf,C160064-015B305A,Ethernet35,server,PLT_15DME_055,1,True
l2leaf,C160064-015B305A,Ethernet36,server,MON_15LFD_001,1,True
l2leaf,C160064-015B305A,Ethernet37,server,MON_15LFD_002,1,True
l2leaf,C160064-015B305A,Ethernet38,server,MON_15LFD_003,1,True
l2leaf,C160064-015B305A,Ethernet39,server,ICOM_15TRC_001,1,True
l2leaf,C160064-015B305A,Ethernet40,server,ICOM_15TRC_002,1,True
l2leaf,C160064-015B305A,Ethernet41,server,ICOM_15TRC_003,1,True
l2leaf,C160064-015B305A,Ethernet42,server,ICOM_15TRC_010,1,True
l2leaf,C160064-015B305A,Ethernet43,server,ICOM_15TRC_011,1,True
l2leaf,C160064-015B305A,Ethernet44,server,ICOM_15TRC_012,1,True
l2leaf,C160064-015B305A,Ethernet45,server,ICOM_15TRC_013,1,True
l2leaf,C160064-015B305A,Ethernet46,server,ICOM_15TRC_014,1,True
l2leaf,C160064-015B305A,Ethernet47,server,ICMIFC_15TRC_001,1,True
l2leaf,C160064-015B305A,Ethernet53/1,l3spine,C160064-037B300A,Ethernet6/18/1,True
l2leaf,C160064-015B305A,Ethernet54/1,l3spine,C160064-037B301A,Ethernet6/18/1,True
l2leaf,C160064-015B306A,Ethernet1,server,PLT_LFD_001,1,True
l2leaf,C160064-015B306A,Ethernet2,server,PLT_LFD_001,2,True
l2leaf,C160064-015B306A,Ethernet3,server,PLT_LFD_002,1,True
l2leaf,C160064-015B306A,Ethernet4,server,PLT_LFD_002,2,True
l2leaf,C160064-015B306A,Ethernet5,server,PLT_LFD_003,1,True
l2leaf,C160064-015B306A,Ethernet6,server,PLT_LFD_003,2,True
l2leaf,C160064-015B306A,Ethernet7,server,PLT_LFD_004,1,True
l2leaf,C160064-015B306A,Ethernet8,server,PLT_LFD_004,2,True
l2leaf,C160064-015B306A,Ethernet9,server,PLT_LFD_005,1,True
l2leaf,C160064-015B306A,Ethernet10,server,PLT_LFD_005,2,True
l2leaf,C160064-015B306A,Ethernet11,server,PLT_LFD_006,1,True
l2leaf,C160064-015B306A,Ethernet12,server,PLT_LFD_006,2,True
l2leaf,C160064-015B306A,Ethernet13,server,PLT_LFD_007,1,True
l2leaf,C160064-015B306A,Ethernet14,server,PLT_LFD_007,2,True
l2leaf,C160064-015B306A,Ethernet15,server,PLT_LFD_008,1,True
l2leaf,C160064-015B306A,Ethernet16,server,PLT_LFD_009,1,True
l2leaf,C160064-015B306A,Ethernet17,server,PLT_LFD_010,1,True
l2leaf,C160064-015B306A,Ethernet18,server,PLT_LFD_011,1,True
l2leaf,C160064-015B306A,Ethernet19,server,PLT_LFD_012,1,True
l2leaf,C160064-015B306A,Ethernet20,server,PLT_LFD_013,1,True
l2leaf,C160064-015B306A,Ethernet21,server,PLT_LFD_014,1,True
l2leaf,C160064-015B306A,Ethernet22,server,PLT_LFD_015,1,True
l2leaf,C160064-015B306A,Ethernet23,server,PLT_LFD_016,1,True
l2leaf,C160064-015B306A,Ethernet24,server,PLT_LFD_017,1,True
l2leaf,C160064-015B306A,Ethernet25,server,PLT_LFD_018,1,True
l2leaf,C160064-015B306A,Ethernet26,server,PLT_LFD_019,1,True
l2leaf,C160064-015B306A,Ethernet27,server,VDEC_15LFD_001,1,True
l2leaf,C160064-015B306A,Ethernet28,server,VDEC_15LFD_001,2,True
l2leaf,C160064-015B306A,Ethernet29,server,VEDC_15LFD_002,1,True
l2leaf,C160064-015B306A,Ethernet30,server,VEDC_15LFD_002,2,True
l2leaf,C160064-015B306A,Ethernet31,server,VEDC_15LFD_003,1,True
l2leaf,C160064-015B306A,Ethernet32,server,VEDC_15LFD_003,2,True
l2leaf,C160064-015B306A,Ethernet33,server,VENC_15LFD_015,1,True
l2leaf,C160064-015B306A,Ethernet34,server,VENC_15LFD_015,2,True
l2leaf,C160064-015B306A,Ethernet35,server,MIC_15LFD_001,1,True
l2leaf,C160064-015B306A,Ethernet36,server,MIC_15LFD_001,3,True
l2leaf,C160064-015B306A,Ethernet37,server,MIC_15LFD_002,1,True
l2leaf,C160064-015B306A,Ethernet38,server,MIC_15LFD_002,3,True
l2leaf,C160064-015B306A,Ethernet39,server,MIC_15LFD_003,1,True
l2leaf,C160064-015B306A,Ethernet40,server,MIC_15LFD_003,3,True
l2leaf,C160064-015B306A,Ethernet41,server,MIC_15LFD_004,1,True
l2leaf,C160064-015B306A,Ethernet42,server,MIC_15LFD_004,3,True
l2leaf,C160064-015B306A,Ethernet43,server,MIC_15LFD_005,1,True
l2leaf,C160064-015B306A,Ethernet44,server,MIC_15LFD_005,3,True
l2leaf,C160064-015B306A,Ethernet45,server,MIC_15LFD_006,1,True
l2leaf,C160064-015B306A,Ethernet46,server,MIC_15LFD_006,3,True
l2leaf,C160064-015B306A,Ethernet47,server,TIM_15LFD_001,1,True
l2leaf,C160064-015B306A,Ethernet53/1,l3spine,C160064-037B300A,Ethernet7/18/1,True
l2leaf,C160064-015B306A,Ethernet54/1,l3spine,C160064-037B301A,Ethernet7/18/1,True
l2leaf,C160064-015B307A,Ethernet1,server,MAP_15TRC_001,1,True
l2leaf,C160064-015B307A,Ethernet2,server,MAP_15TRC_002,1,True
l2leaf,C160064-015B307A,Ethernet3,server,MAP_15TRC_003,1,True
l2leaf,C160064-015B307A,Ethernet4,server,MAP_15TRC_004,1,True
l2leaf,C160064-015B307A,Ethernet5,server,CAM_15LFD_001,1,True
l2leaf,C160064-015B307A,Ethernet6,server,CAM_15LFD_002,1,True
l2leaf,C160064-015B307A,Ethernet7,server,CAM_15LFD_003,1,True
l2leaf,C160064-015B307A,Ethernet8,server,CAM_15LFD_004,1,True
l2leaf,C160064-015B307A,Ethernet9,server,CAM_15LFD_005,1,True
l2leaf,C160064-015B307A,Ethernet10,server,MIC_15LFD_001,2,True
l2leaf,C160064-015B307A,Ethernet11,server,MIC_15LFD_002,2,True
l2leaf,C160064-015B307A,Ethernet12,server,MIC_15LFD_003,2,True
l2leaf,C160064-015B307A,Ethernet13,server,MIC_15LFD_004,2,True
l2leaf,C160064-015B307A,Ethernet14,server,MIC_15LFD_005,2,True
l2leaf,C160064-015B307A,Ethernet15,server,MIC_15LFD_006,2,True
l2leaf,C160064-015B307A,Ethernet16,server,WAP_15LFD_001,1,True
l2leaf,C160064-015B307A,Ethernet17,server,WAP_15LFD_001,2,True
l2leaf,C160064-015B307A,Ethernet18,server,SLD_15LFD_001,1,True
l2leaf,C160064-015B307A,Ethernet19,server,SLD_15LFD_002,1,True
l2leaf,C160064-015B307A,Ethernet53/1,l3spine,C160064-037B300A,Ethernet8/18/1,True
l2leaf,C160064-015B307A,Ethernet54/1,l3spine,C160064-037B301A,Ethernet8/18/1,True
l2leaf,C160064-015B308A,Ethernet1,server,VENC_15DME_015,1,True
l2leaf,C160064-015B308A,Ethernet2,server,VENC_15DME_016,1,True
l2leaf,C160064-015B308A,Ethernet3,server,VENC_15DME_017,1,True
l2leaf,C160064-015B308A,Ethernet4,server,VENC_15DME_018,1,True
l2leaf,C160064-015B308A,Ethernet5,server,VENC_15DME_019,1,True
l2leaf,C160064-015B308A,Ethernet6,server,VENC_15DME_020,1,True
l2leaf,C160064-015B308A,Ethernet7,server,VENC_15DME_021,1,True
l2leaf,C160064-015B308A,Ethernet8,server,VENC_15DME_022,1,True
l2leaf,C160064-015B308A,Ethernet9,server,VENC_15DME_023,1,True
l2leaf,C160064-015B308A,Ethernet10,server,VENC_15DME_024,1,True
l2leaf,C160064-015B308A,Ethernet11,server,VENC_15DME_025,1,True
l2leaf,C160064-015B308A,Ethernet12,server,VENC_15DME_026,1,True
l2leaf,C160064-015B308A,Ethernet13,server,VENC_15DME_027,1,True
l2leaf,C160064-015B308A,Ethernet14,server,VENC_15DME_028,1,True
l2leaf,C160064-015B308A,Ethernet15,server,VENC_15DME_029,1,True
l2leaf,C160064-015B308A,Ethernet16,server,VENC_15DME_030,1,True
l2leaf,C160064-015B308A,Ethernet17,server,SCM_15DME_001,2,True
l2leaf,C160064-015B308A,Ethernet18,server,SCM_15DME_002,2,True
l2leaf,C160064-015B308A,Ethernet19,server,SCM_15DME_003,2,True
l2leaf,C160064-015B308A,Ethernet20,server,SCM_15DME_004,2,True
l2leaf,C160064-015B308A,Ethernet21,server,KVM_15DME_001,LINK,True
l2leaf,C160064-015B308A,Ethernet22,server,KVM_15DME_002,LINK,True
l2leaf,C160064-015B308A,Ethernet23,server,DSP_15DME_001,1,True
l2leaf,C160064-015B308A,Ethernet24,server,DSP_15DME_002,1,True
